show_id,type,title,country,release_year,duration,listed_in,description
tt13961348,Movie,Prime,United States,2005,102 min,"comedy, drama, romance","A career driven professional from Manhattan is wooed by a young painter, who also happens to be the son of her psychoanalyst."
tt2106361,Movie,Into the Storm,United Kingdom,2009,100 min,"drama, war, history",This powerful follow-up to “The Gathering Storm” follows Churchill from 1940 to 1945 as he guided his beleaguered nation through the crucible of the war years--even as his marriage was encountering its own struggles.
tt1210042,Movie,Brooklyn's Finest,United States,2010,133 min,"thriller, crime, drama, action, european",Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.
tt0455612,Movie,Madea's Family Reunion,United States,2006,110 min,"romance, comedy, drama","Based upon Tyler Perry's acclaimed stage production, Madea's Family Reunion continues the adventures of Southern matriarch Madea. She has just been court ordered to be in charge of Nikki, a rebellious runaway, her nieces, Lisa and Vanessa, are suffering relationship trouble, and through it all, she has to organize her family reunion."
tt1261945,Movie,Sex and the City 2,United States,2010,146 min,"comedy, drama, romance","Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down."
tt0281322,Movie,Undisputed,United States,2002,96 min,"thriller, action, crime, drama, sport","Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion."
tt0160399,Movie,Impostor,United States,2001,102 min,"thriller, drama, scifi",A top-secret government weapons designer is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth.
tt0280760,Movie,Igby Goes Down,United States,2002,97 min,"comedy, drama","Igby Slocumb, a rebellious and sarcastic 17-year-old boy, is at war with the stifling world of old money privilege he was born into. With a schizophrenic father, a self-absorbed, distant mother, and a shark-like young Republican big brother, Igby figures there must be a better life out there -- and sets about finding it."
tt0383060,Movie,Zoom,United States,2006,83 min,"scifi, comedy, family, fantasy, action","Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a ragtag group of kids with special powers into a new generation of superheroes to save the world from certain destruction."
tt0906108,Movie,Why Did I Get Married?,United States,2007,113 min,"comedy, drama, romance","The film is about the difficulty of maintaining a solid relationship in modern times. Eight married college friends plus one other non-friend (all of whom have achieved middle to upper class economic status) go to Colorado for their annual week-long reunion, but the mood shifts when one couple's infidelity comes to light. Secrets are revealed and each couple begins to question their own marriage"
tt9686194,Movie,War,"Canada, United States",2007,103 min,"thriller, european, action, crime","FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?"
tt0422093,Movie,Diary of a Mad Black Woman,United States,2005,116 min,"comedy, drama, romance","Charles McCarter and his wife Helen are about to celebrate their 18th-wedding anniversary when Helen comes home to find her clothes packed up in a U-Haul van parked in the driveway. Charles is divorcing Her. Helen moves in with her grandmother Madea, an old woman who doesn't take any lip from anyone. Madea helps Helen through these tough times by showing her what is really important in life."
tt0266489,Movie,Duplex,"United States, Germany",2003,89 min,"comedy, documentation, european","When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!"
tt0305711,Movie,Just Married,"Germany, United States",2003,95 min,"romance, comedy, european","Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage."
tt0340163,Movie,Hostage,"Germany, United States",2005,115 min,"thriller, action, crime, drama","When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob."
tt0821638,Movie,Bury My Heart at Wounded Knee,United States,2007,125 min,"western, history, drama","Beginning just after the bloody Sioux victory over General Custer at Little Big Horn, the story is told through two unique perspectives: Charles Eastman, a young, white-educated Sioux doctor held up as living proof of the alleged success of assimilation, and Sitting Bull the proud Lakota chief whose tribe won the American Indians’ last major victory at Little Big Horn."
tt1116186,Movie,Still Waiting...,United States,2009,90 min,comedy,After Shenaniganz loses all its hottest waitresses to new competitor Ta-Ta's Wing Shack -- where the scantily clad wait staff earns bigger tips -- the Shenaniganz staff aims to give Ta-Ta's its just desserts.
tt0867149,Movie,Dane Cook: Vicious Circle,United States,2006,132 min,"comedy, documentation","Vicious Circle captures the hottest comic in America in his first HBO comedy event, a unique ""in the round"" performance before his hometown Boston fans."
tt0302022,Movie,We Stand Alone Together: The Men of Easy Company,"Belgium, United States",2001,78 min,"documentation, war","Over a period of two years, Mark Cowen and his crew travelled to thirty U.S. states and ten European cities, to interview the veterans of Easy Company. The stories told by the veterans themselves, create a history of the Second World War from the point of view of this heroic company of men, made famous in the mini-series Band of Brothers."
tt11198330,Movie,Man of the House,United States,2005,96 min,"comedy, crime",Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.
tt1117563,Movie,Batman: Gotham Knight,United States,2008,75 min,scifi,A collection of key events mark Bruce Wayne's life as he journeys from beginner to Dark Knight.
tt1405500,Movie,For Colored Girls,United States,2010,134 min,drama,"About existence from the perspective of 20 nameless black females. Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular."
tt0306685,Movie,Cradle 2 the Grave,United States,2003,101 min,"action, drama, documentation, crime, thriller, european","Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him."
tt0405832,Movie,Chris Rock: Never Scared,United States,2004,80 min,"comedy, documentation","Chris Rock, the three-time Emmy Award-winner, comedian, actor, and host of HBO's acclaimed The Chris Show, stars in his fourth solo stand-up special for HBO, Chris Rock: Never Scared. Featuring his unique, insightful, and hilarious views on a host of social, political and, celebrity issues, Rock confirms his stature as the leading comic of our time."
tt0787470,Movie,Balls Out: Gary the Tennis Coach,United States,2009,87 min,"comedy, sport",An overenthusiastic high-school maintenance man attempts to lead an unlikely group of misfits to the Nebraska state tennis championship in Balls Out: The Gary Houseman Story? director Danny Leiner's underdog sports comedy. American Pie star Seann William Scott stars as the ambitious janitor who believes he has what it takes to coach the winning team.
tt0477095,Movie,Starter for 10,"United Kingdom, United States",2006,92 min,"drama, comedy, romance, sport","In 1985, against the backdrop of Thatcherism, Brian Jackson enrolls in the University of Bristol, a scholarship boy from seaside Essex with a love of knowledge for its own sake and a childhood spent watching University Challenge, a college quiz show. At Bristol he tries out for the Challenge team and falls under the spell of Alice, a lovely blond with an extensive sexual past."
tt1386011,Movie,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,United States,2009,90 min,comedy,"Will Ferrell stars in a stand-up comedy as George W. Bush in this take on the former President of the United States. After playing George W. Bush on Saturday Night Live for many years, funny man Will Ferrell brings his impression to Broadway to send up the 43rd President of the United States of America."
tt1132623,Movie,You Don't Know Jack,United States,2010,134 min,"drama, documentation","Jack Kervorkian is one of the most polarizing figures in modern US history, a man whose passionate belief that people have the right to die has brought him both praise and vilification."
tt0429573,Movie,An American Haunting,"Romania, United Kingdom, United States, Canada",2005,83 min,"horror, thriller, drama, history",Based on the true events of the only case in US History where a spirit caused the death of a man.
tt1000771,Movie,Recount,United States,2008,116 min,"drama, history","In 2000, the election of the U.S. Presidential boiled down to a few precious votes in the state of Florida — and a recount that would add ""hanging chad"" to every American's vocabulary."
tt1705977,Movie,Carrie Fisher: Wishful Drinking,United States,2010,75 min,"comedy, documentation","""Wishful Drinking"" is based on Fisher's memoirs of the same title. The stage adaptation had its world premiere in 2006 at the Geffen Playhouse in L.A. It later played at Berkeley Repertory before opening on Broadway in October at Studio 54. The show takes audiences on a comic tour of Fisher's messy personal life and career. The actress-writer recounts stories about her work on the ""Star Wars"" series as well as her relationship with her parents Eddie Fisher and Debbie Reynolds. She also discusses her much-publicized problems with alcohol and drugs."
tt0480271,Movie,Van Wilder 2: The Rise of Taj,United States,2006,97 min,"comedy, romance","Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career."
tt0472219,Movie,The Batman vs. Dracula,United States,2005,79 min,"fantasy, horror, thriller","Gotham City is terrorized not only by recent escapees Joker and Penguin, but by the original creature of the night, Dracula! Can Batman stop the ruthless vampire before he turns everyone in the city, including The Caped Crusader, Joker and Penguin, into his mindless minions?"
tt0390221,Movie,Maria Full of Grace,"Ecuador, Colombia, United States",2004,101 min,"thriller, drama, crime",A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.
tt0492389,Movie,Furry Vengeance,"United Arab Emirates, United States",2010,92 min,"fantasy, family, comedy","When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?"
tt0368578,Movie,Are We There Yet?,United States,2005,95 min,"comedy, romance, family, fantasy","The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick."
tt0361841,Movie,Little Black Book,United States,2004,111 min,"romance, comedy, drama","Determined to learn about her boyfriend's past relationships, Stacy -- who works for a talk show -- becomes a bona fide snoop. With her colleague, Barb, Stacy gets the names of Derek's ex-lovers and interviews them, supposedly for an upcoming show. But what she learns only adds to her confusion, and her plans begin to unravel when she befriends one of the women."
tt0376105,Movie,Racing Stripes,"United States, South Africa",2005,102 min,"comedy, sport, drama, family","Shattered illusions are hard to repair -- especially for a good-hearted zebra named Stripes who's spent his life on a Kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. Once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. And with help from the young girl who raised him, he just might end up in the winner's circle."
tt0430304,Movie,Little Man,United States,2006,98 min,"comedy, crime, european","After leaving the prison, the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of the executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards's house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back."
tt0444628,Movie,Fay Grim,"Turkey, United States, France, Germany",2006,118 min,"comedy, thriller, action, european","Many years after her notorious husband, Henry Fool, fled after killing a neighbor, Fay Grim receives a visit from CIA agent Fulbright, who tells her that Henry is dead, but that some of his journals have been unearthed in France. She sets forth on a globe-trotting odyssey that soon leads to the discovery that he is alive, and his journals are more than they appear to be."
tt0450972,Movie,As You Like It,"United Kingdom, United States",2006,127 min,"comedy, drama, romance, european","Witty, playful and utterly magical, the story is a compelling romantic adventure in which Rosalind and Orlando's celebrated courtship is played out against a backdrop of political rivalry, banishment and exile in the Forest of Arden - set in 19th-century Japan."
tt1494772,Movie,Justice League: Crisis on Two Earths,United States,2010,75 min,"animation, scifi, action","A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril."
tt0272147,Movie,Vampires: Los Muertos,United States,2002,93 min,"horror, thriller, action","Tough-as-nails vampire hunter Derek Bliss is on the hunt for ""suckers"" in the heart of Mexico when he receives a new assignment from a mysterious client. Thrown together with a group of slayers, including sexy Zooey, who may or may not be one of the undead. Derek and company are up against a growing number of fast-moving, bloodthirsty vampires and their elusive and powerful leader."
tt0330634,Movie,Mimic: Sentinel,United States,2003,77 min,thriller,"A man enclosed in a plastic bubble, his sister, and their best friend must defend an apartment complex from the mutant Judas Breed insects."
tt0243664,Movie,Wit,United States,2001,99 min,"drama, documentation, european",A renowned professor is forced to reassess her life when she is diagnosed with terminal ovarian cancer.
tt0323033,Movie,Laws of Attraction,"Germany, Ireland, United Kingdom",2004,90 min,"comedy, romance, european","Amidst a sea of litigation, two New York City divorce lawyers find love."
tt0458522,Movie,El cantante,United States,2006,116 min,"drama, music","The rise and fall of salsa singer, Héctor Lavoe (1946-1993), as told from the perspective of his wife Puchi, who looks back from 2002."
tt0758789,Movie,Tsunami: The Aftermath,United States,2006,186 min,drama,"Inspired by true accounts, this HBO miniseries focuses on a group of fictional characters caught up in the harrowing aftermath of the tsunami that devastated the coast of Thailand two years ago."
tt1173745,Movie,Revanche,Austria,2008,121 min,"drama, european, crime, romance, thriller",Ex-con Alex plans to flee to the South with his girl after a robbery. But something terrible happens and revenge seems inevitable.
tt0376215,Movie,Strip Search,United States,2004,85 min,drama,Strip Search follows several parallel stories examining personal freedoms vs. national security in the aftermath of 9/11; two main subplots involve an American woman detained in China and an Arab man detained in New York City.
tt1235796,Movie,Ondine,"United States, Ireland",2009,111 min,"romance, drama, european",An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid.
tt1398941,Movie,Superman/Batman: Public Enemies,United States,2009,67 min,scifi,"United States President Lex Luthor uses the oncoming trajectory of a Kryptonite meteor to frame Superman and declare a $1 billion bounty on the heads of the Man of Steel and his ‘partner in crime’, Batman. Heroes and villains alike launch a relentless pursuit of Superman and Batman, who must unite—and recruit help—to try and stave off the action-packed onslaught, stop the meteor Luthors plot."
tt0831884,Movie,Reservation Road,United States,2007,102 min,"crime, thriller, drama","Two fathers' lives intersect when one of them is involved in a terrible and sudden hit-and-run car accident that leaves the other's son dead. In response, the two men react in unexpected ways as a reckoning looms in the near future."
tt1361313,Movie,The Extra Man,"United States, France",2010,108 min,"comedy, european","THE EXTRA MAN is a sophisticated and moving comedy from filmmakers Shari Springer Berman and Robert Pulcini. THE EXTRA MAN follows Louis Ives (Paul Dano), a lonely dreamer who fancies himself the hero of an F. Scott Fitzgerald novel. When a deeply embarrassing incident forces him to leave his job at an exclusive Princeton prep school, Louis heads to New York City to make a fresh start. He quickly finds a 9 to 5 job at an environmental magazine, where he encounters an entrancing, green-obsessed co-worker Mary (Katie Holmes)."
tt0306734,Movie,Le Divorce,"France, United States",2003,117 min,"drama, comedy, romance","While visiting her sister in Paris, a young woman finds romance and learns her brother-in-law is a philanderer."
tt0239641,Movie,Mimic 2,United States,2001,82 min,thriller,"When a cockroach-spread plague threatened to decimate the child population of New York City in the original Mimic, biologist Susan Tyler and her research associates developed a species of ""Judas"" bugs and introduced them into the environment, where they were to ""mimic"" the diseased roaches and infiltrate their grubby habitats. The plan worked until the bugs evolved to mimic their next prey.....humans! Just when they were all thought to be dead, the giant cockroaches are back, and this time they've mutated to take on human form!"
tt0477078,Movie,Rocket Science,United States,2007,101 min,"drama, comedy","Hal is a 15-year-old high-school student with a minor yet socially alienating (and painful) disability: he stutters uncontrollably. Determined to work through the problem, Hal opts for an extreme route – he joins the school debating team, which sends him on a headfirst plunge into breakneck speech competitions and offers a much-needed boost toward correcting the problem."
tt0282120,Movie,The Wild Thornberrys Movie,United States,2002,85 min,"family, animation, action, comedy, fantasy","Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals...."
tt0308353,Movie,Happily N'Ever After,"Canada, Germany, United Kingdom, United States",2007,87 min,"fantasy, animation, comedy, family, european","An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort."
tt0240419,Movie,La Ciénaga,"Spain, Argentina, Japan, France",2001,103 min,"comedy, drama, european","Mecha and Gregorio are at their rundown country place near La Ciénaga with their teen children. It's hot. The adults drink constantly; Mecha cuts herself, engendering a trip to the hospital and a visit from her son José. A cousin, Tali, brings her children. The kids are on their own, sunbathing by the filthy pool, dancing in town, running in the hills with shotguns, driving cars without licenses. One of the teen girls loves Isabel, a family servant constantly accused of stealing. Mother and son, son and sisters, teen and Isabel are in each other's beds and bathrooms with a creepy intimacy. With no adults paying attention, who's at risk?"
tt0393685,Movie,Santa's Slay,"Canada, United States",2005,78 min,"fantasy, horror, comedy","Santa Claus is actually a demon who lost a bet with an angel, so he became the giver of toys and happiness. But this year the bet is off, and Santa is about to return to his evil ways."
tt0934706,Movie,Superman: Doomsday,United States,2007,78 min,scifi,"When LexCorp accidentally unleashes a murderous creature, Superman meets his greatest challenge as a champion. Based on the ""The Death of Superman"" storyline that appeared in DC Comics' publications in the 1990s."
tt0271946,Movie,The Accidental Spy,Hong Kong,2001,108 min,"thriller, action, comedy, crime",A fun-filled story about an ordinary guy about to kick into an action-packed adventure. Jackie Chan plays a bored and unsuccessful salesman who never thought his life would amount to anything. All that changes one day when he becomes an instant hero by foiling an attempted bank robbery.
tt0338139,Movie,Iron Jawed Angels,United States,2004,125 min,"drama, history","Defiant young activists take the women's suffrage movement by storm, putting their lives at risk to help American women win the right to vote."
tt0465502,Movie,Igor,"France, United States",2008,87 min,"comedy, fantasy, animation, family, horror, scifi, european","A cliché hunchbacked evil scientist's assistant aspires to become a scientist himself, much to the displeasure of the rest of the evil science community."
tt0319524,Movie,How to Deal,United States,2003,99 min,"romance, comedy, drama",Halley is convinced true love doesn't exist based on the crazy relationships around her. Her mother is divorcing her father who is dating a younger woman Halley can't stand. Her crazed sister is planning a wedding but has second thoughts and her best friend has fallen madly in love for the first time leaving Halley to feel even more alone.
tt0346578,Movie,Batman: Mystery of the Batwoman,United States,2003,74 min,"fantasy, scifi","As if the Penguin wasn't enough to contend with, a new vigilante has surfaced in Gotham City, and her strong-arm tactics give Batman cause for concern."
tt0778661,Movie,Daddy's Little Girls,United States,2007,100 min,"comedy, drama, romance","Monty is a mechanic struggling to make ends meet as he raises his three young daughters. When the court awards custody of his daughters to his shady ex-wife, Monty desperately tries to win them back with the help of Julia, a beautiful, Ivy League-educated attorney. Monty and Julia couldn't be less alike, but a flame is ignited...touching off a firestorm of love and conflict."
tt1185344,Movie,Princess Ka'iulani,United States,2010,130 min,"drama, history, romance","Lush scenery and gorgeous photography highlight this bio of Princess Ka'iulani (Q'Orianka Kilcher), a 19th-century Hawaiian princess raised in England but determined to maintain her people's independence from aggressive American businessmen. After being sent to England as a child by her Scottish father, Ka'iulani returns to Hawaii and becomes a political activist who fights to retain her throne, even though she must leave her English paramour."
tt1673430,Movie,Superman/Batman: Apocalypse,United States,2010,78 min,scifi,"Batman discovers a mysterious teen-aged girl with superhuman powers and a connection to Superman. When the girl comes to the attention of Darkseid, the evil overlord of Apokolips, events take a decidedly dangerous turn."
tt0451041,Movie,Dope Sick Love,United States,2005,93 min,documentation,"Dope Sick Love is a really remarkable documentary made for HBO about two pairs of heroin addicted lovers roaming the streets of NYC. There is no narration and we never see any interviews with the subjects, the camera just follows them around, like a third eye, completely detached."
tt0469623,Movie,Things We Lost in the Fire,United States,2007,113 min,drama,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss."
tt0265808,Movie,Stealing Harvard,United States,2002,85 min,"comedy, drama, crime","John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control."
tt1151813,Movie,Dave Attell: Captain Miserable,United States,2007,58 min,"comedy, documentation","Dave Attell is funnier and more outlandish than ever in his first solo HBO, special, a 60-minute concert performed in front of a live audience at The Lincoln Theater, the venerable Washington DC venue. Attell's sarcastic wit and quick-fire delivery prove why he has earned the reputation as a ""comic's comic"" and was dubbed one of the""25 Funniest People in America"" by Entertainment Weekly. His decidedly adult brand of comedy covers everything including alcohol consumption, dating current events and celebrities, and everything else on his mind."
tt1385912,Movie,I Can Do Bad All By Myself,United States,2009,113 min,"drama, comedy","When Madea catches sixteen-year-old Jennifer and her two younger brothers looting her home, she decides to take matters into her own hands and delivers the young delinquents to the only relative they have: their aunt April. A heavy-drinking nightclub singer who lives off of Raymond, her married boyfriend, April wants nothing to do with the kids."
tt1391137,Movie,Why Did I Get Married Too?,United States,2010,121 min,"romance, drama, comedy",Four couples reunite for their annual vacation in order to socialize and to spend time analyzing their marriages. Their intimate week in the Bahamas is disrupted by the arrival of an ex-husband determined to win back his recently remarried wife.
tt0337917,Movie,Catch That Kid,United States,2004,92 min,"action, comedy, crime, family","Athletic 12-year-old Maddy (Kristen Stewart) shares an enthusiasm for mountain climbing with her father, Tom (Sam Robards). Unfortunately, Tom suffers a spinal injury while scaling Mount Everest, and his family is unable to afford the surgery that can save him. Maddy decides to get the money for her father's operation by robbing a high-security bank. She relies on her climbing skills and help from her geeky friends (Max Thieriot, Corbin Bleu) to pull it off successfully."
tt0120863,Movie,Thin,United States,2006,102 min,"documentation, music",The story of four women suffering from anorexia and bulimia in South Florida
tt0978759,Movie,Frozen River,United States,2008,97 min,"drama, crime, european","Ray Eddy, an upstate New York trailer mom, is lured into the world of illegal immigrant smuggling. Broke after her husband takes off with the down payment for their new doublewide, Ray reluctantly teams up with Lila, a smuggler, and the two begin making runs across the frozen St. Lawrence River carrying illegal Chinese and Pakistani immigrants in the trunk of Ray's Dodge Spirit."
tt0772157,Movie,Broken English,"Japan, France, United States",2007,97 min,"drama, romance, comedy, thriller, crime","Nora Wilder (Parker Posey), a single, career woman works at a Manhattan boutique hotel where her excellent skills in guest relations lack in the romantic department. If it is not her loving and dominant mother (Gena Rowlands) attempting to set her up that consistently fail, she has her friend’s (Drea de Matteo) disastrous blind dates to rely on as a backup for further dismay. She's surrounded by friends who are all happily engaged or romantically involved and somehow, love escapes Nora -- until she meets an unusual Frenchman (Melvil Poupaud) who helps her discover life beyond her self-imposed boundaries."
tt0816671,Movie,Teen Titans: Trouble in Tokyo,United States,2006,75 min,"scifi, animation, action, comedy, family, fantasy","America's coolest heroes, the Teen Titans, go to Tokyo to track down the mysterious Japanese criminal Brushogun."
tt0365020,Movie,Everyday People,United States,2004,91 min,drama,The closing of a local restaurant concerns a number of employees who've dedicated their lives to the eatery
tt0815178,Movie,The Life Before Her Eyes,United States,2007,89 min,"drama, thriller, fantasy","As the 15th anniversary of a fatal high school shooting approaches, former pupil Diana McFee is haunted by memories of the tragedy. After losing her best friend Maureen in the attack, Diana has been profoundly affected by the incident - her seemingly perfect life shaped by the events of that day."
tt0422774,Movie,Are We Done Yet?,United States,2007,92 min,"comedy, fantasy, family",Newlyweds Nick and Suzanne decide to move to the suburbs to provide a better life for their two kids. But their idea of a dream home is disturbed by a contractor with a bizarre approach to business.
tt0457207,Movie,Whoopi Goldberg: Back to Broadway,United States,2005,88 min,"comedy, documentation","Twenty years before this video was produced, comedian Whoopi Goldberg took Broadway by storm in a one-woman show that established her as one of the wittiest, finest performers of her generation. The groundbreaking comic returns to the Great White Way in this HBO special that has her revisiting some of her earlier characters, such as the belly-aching druggie Fontaine, as well as new avatars such as Lurleen, a Southern belle facing menopause."
tt0478197,Movie,Leonard Cohen: I'm Your Man,United States,2006,98 min,"documentation, music","Poet, singer / songwriter and ladies man Leonard Cohen is interviewed in his home about his life and times. The interview is interspersed with archive photos and exuberant praise and live perfomances from an eclectic mix of musicians, including: Jarvis Cocker, Rufus & Martha Wainwright, Teddy Thompson, Anohni, The Handsome Family and U2's Bono and The Edge."
tt0240462,Movie,Dr. Dolittle 2,United States,2001,87 min,"fantasy, comedy, family","A group of beavers ask Dr. Dolittle to save their habitat from loggers. The only hope is to get the forest preserved because it's the home of a protected bear, but there's a problem: the bear's the only bear in the forest, so she can't reproduce. Undaunted, Dolittle persuades a circus bear to help out, but he has to teach him not just the ways of the wild, but the wiles of lady bears too."
tt1295021,Movie,Scooby-Doo! and the Goblin King,United States,2008,75 min,fantasy,"Scooby-Doo and Shaggy must go into the underworld ruled by the Goblin King in order to stop a mortal named The Amazing Krudsky who wants power and is a threat to their pals, Fred, Velma and Daphne."
tt0839739,Movie,The Beales of Grey Gardens,United States,2006,91 min,"drama, documentation","Mother and daughter - Big Edie and Little Edie Beale - live with six cats in a crumbling house in East Hampton. Little Edie, in her 50s, who wears scarves and bright colors, sings, mugs for the camera, and talks to Al and David Maysles, the filmmakers. Big Edie, in her 70s, recites poetry, comments on her daughter's behavior, and sings ""If I Loved You"" in fine voice. She talks in short sentences; her daughter in volumes. The film is episodic: friends visit, there's a small fire in the house, Little Edie goes to the shore and swims. She talks about the Catholic Church. She's ashamed that local authorities raided the house because of all the cats. She values being different."
tt0482461,Movie,Barry Munday,United States,2010,95 min,"drama, romance, comedy","Barry Munday, a libido-driven wage slave who spends all his time either ogling, fantasizing about or trying to pick up women, wakes up in hospital after a freak attack only to find that his testicles have been removed."
tt0376591,Movie,Empire Falls,United States,2005,197 min,"drama, romance, thriller","A decaying New England town is the backdrop for its unique citizens, lead by unassuming restaurant manager Miles Roby."
tt0218505,Movie,Path to War,United States,2003,165 min,"history, drama, war",A powerful drama of soaring ambition and shattered dreams that takes a provocative insider's look at the way the USA goes to war—as seen from inside the LBJ White House leading up to and during the Vietnam War.
tt0335121,Movie,Godsend,"United States, Canada",2004,102 min,"drama, thriller, action, fantasy, horror, scifi","A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth."
tt14466294,Movie,Control Room,United States,2004,84 min,documentation,"A chronicle which provides a rare window into the international perception of the Iraq War, courtesy of Al Jazeera, the Arab world's most popular news outlet. Roundly criticized by Cabinet members and Pentagon officials for reporting with a pro-Iraqi bias, and strongly condemned for frequently airing civilian causalities as well as footage of American POWs, the station has revealed (and continues to show the world) everything about the Iraq War that the Bush administration did not want it to see."
tt0337824,Movie,And Starring Pancho Villa as Himself,United States,2003,112 min,"western, history, war, drama","In 1914, the Mexican revolutionary Pancho Villa invites studios to shoot his actual battles against Porfírio Diaz army to raise funds for financing guns and ammunition. The Mutual Film Corporation, through producer D.W. Griffith, interests for the proposition and sends the filmmaker Frank Thayer to negotiate a contract with Pancho Villa himself."
tt0347228,Movie,The Iceman Confesses: Secrets of a Mafia Hitman,United States,2001,43 min,"horror, thriller, documentation, crime","The second HBO documentary on former mafia enforcer Richard Kuklinski will chill you to the bone. Speaking in the monotonous drone of a man who has numbed himself with remorseless brutality, Kuklinski was first interviewed in 1991, five years after receiving consecutive life sentences for multiple murders. Specializing in the tidy use of cyanide, Kuklinski lived a double life, like the fictional hitmen in The Sopranos and Road to Perdition, passing as a “businessman” and devoted husband and father. While leading the life of a happy family man in the New Jersey suburbs Richard Kuklinski was also living a bizarre double-life as a Mafia hit man. Kuklinski tells first hand how he brutally murdered men at close range dismembered and disposed of them before returning home to his family. This film offers extraordinary insight into the cold-heart of a killer."
tt0995036,Movie,Einstein and Eddington,United Kingdom,2008,94 min,"history, drama","A look at the evolution of Albert Einstein's theory of relativity, and Einstein's relationship with British scientist Sir Arthur Eddington, the first physicist to understand his ideas."
