id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,poster
tt7921248,Movie,The Whistlers,,,"Romania, France, Germany, Sweden","July 2, 2020",2019,98 min,,"Comedy, Drama, Horror","A Romanian police officer, determined to free from prison a crooked businessman who knows where a mobster's money is hidden, must learn the difficult ancestral language used on the island of Gomera.",https://m.media-amazon.com/images/M/MV5BZTkxNmIzMmQtN2RhYi00M2JmLTk4Y2YtZjBkZDJiYjFkMzBmXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
tt4911408,Movie,Citizen Soldier,,,United States,"July 1, 2020",2016,R,105 min,Documentaries,"The true story of some soldiers in a United States Army Infantry Company, part of the Oklahoma National Guard's 45th Thunderbirds Brigade, and their life-changing tour of duty in Afghanistan.",https://m.media-amazon.com/images/M/MV5BMzA5Njg1NjI2N15BMl5BanBnXkFtZTgwNjI4MjA1OTE@._V1_.jpg
tt0441881,Movie,Danger Close,,,United States,"July 1, 2020",2017,86 min,,Documentaries,War reporter Alex Quade re-embeds with Green Berets after the death of Special Forces Staff Sgt. Rob Pirelli during a battle in Afghanistan.,https://m.media-amazon.com/images/M/MV5BZDVhM2VjZDAtZDBhYS00MmM0LWE5ZjAtMDdjZTAyNTZjY2ExXkEyXkFqcGdeQXVyNzMxMzQyNDE@._V1_.jpg
tt4986134,Movie,Rebel in the Rye,,,United States,"July 1, 2020",2017,PG-13,109 min,"Drama, History",A young J.D. Salinger struggles to find his voice in his life.,https://m.media-amazon.com/images/M/MV5BODg0ZTk4YTktNTY3Mi00ZmJlLWE1MmQtZTJmODdkYmU5Y2FiXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg
tt3463106,Movie,The Cured,,,"Ireland, France","July 1, 2020",2017,R,95 min,"Drama, Horror, Thriller",Humanity tries to reintegrate former zombies into society.,https://m.media-amazon.com/images/M/MV5BMzA2ZDIwM2ItYzYyOS00NGFkLWFhZmEtYTFiOTZmZWEzYWZkXkEyXkFqcGdeQXVyNjI0NTQ2Nw@@._V1_.jpg
tt2611026,Movie,The Hornet's Nest,,,"Afghanistan, United States","July 1, 2020",2014,R,97 min,Documentaries,Journalists Mike and Carlos Boettcher follow U.S. troops during nine harrowing days of combat in Afghanistan.,https://m.media-amazon.com/images/M/MV5BMjAwMzU4NTAwM15BMl5BanBnXkFtZTgwNDk4MjcxMjE@._V1_.jpg
tt1229238,Movie,Mission: Impossible - Ghost Protocol,,,United States,"June 30, 2020",2011,TV-14,128 min,"Action, Adventure","When the IMF is disavowed after being implicated in the bombing of the Kremlin, Ethan Hunt and the remaining team must go underground and across the globe to clear the organization's name. Presented by FXM",https://m.media-amazon.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1_.jpg
tt7473716,Movie,The Gallows Act II,,,United States,"June 30, 2020",2019,R,100 min,"Horror, Thriller","While pursuing her dreams of stardom, a teenage actress is drawn into the dark world of a malevolent spirit in this supernatural thriller from Blumhouse, the producer of Paranormal Activity, Insidious and The Gallows.",https://m.media-amazon.com/images/M/MV5BMTQ2M2I2ZDUtMDQ5ZC00YmQ3LWE2NGQtY2ExM2NhYjA3MmQ5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
tt4106514,Movie,The Postcard Killings,,,"United Kingdom, United States","June 30, 2020",2020,104 min,,"Drama, Horror, Mystery","In The Postcard Killings, based on the James Patterson and Liza Marklund #1 New York Times bestselling novel, NY Detective Jacob Kanon’s (Jeffery Dean Morgan) world is destroyed when his daughter and son-in-law are brutally murdered in London.",https://m.media-amazon.com/images/M/MV5BMDJiZmJmMGUtODQxMi00NWNlLTk5ZjUtMGQ2MDcyN2ZhZmZhXkEyXkFqcGdeQXVyMTM0NTc2NDgw._V1_.jpg
tt5833234,Movie,Carrion,,,United States,"June 29, 2020",2020,73 min,,Horror,"A young woman who has telekinetic abilities shows up on her cousin's doorstep after 10 years in a mysterious Russian facility. As dark events from the past resurface, something in the woods begins hunting them.",https://m.media-amazon.com/images/M/MV5BNTEwN2Q1MjYtM2M3Yy00YjRmLTk1OWUtNmE2YTM2NzllMDk2XkEyXkFqcGdeQXVyMjQwMzI1MTE@._V1_.jpg
tt5176580,Movie,Wild Nights With Emily,,,,"June 26, 2020",2018,PG-13,86 min,"Comedy, LGBTQ+","Molly Shannon stars as Emily Dickinson in Wild Nights with Emily, a humorous and bold take on the iconic American poet.",https://m.media-amazon.com/images/M/MV5BMTA5MjQ0Mjg1NzReQTJeQWpwZ15BbWU4MDkyODQ5NTcz._V1_.jpg
tt10334456,Movie,Once Were Brothers: Robbie Robertson and The Band,,,"Canada, United States","June 25, 2020",2019,R,102 min,"Documentaries, Music","A moving story of Robertson’s personal journey, overcoming adversity and finding camaraderie alongside the four other men who would become his brothers in one of the most enduring groups in the history of popular music, THE BAND.",https://m.media-amazon.com/images/M/MV5BMDRiOWE3ZmItMzQyMi00MWY4LWEyZjctZmI2NDg2OWZlMTllXkEyXkFqcGdeQXVyMjY1NTk1MTg@._V1_.jpg
tt6116682,Movie,The Rape of Recy Taylor,,,,"June 24, 2020",2017,,91 min,"Black Stories, Documentaries, Drama","In 1944, when African-American wife and mother Recy Taylor is gang raped by seven white men in Alabama, she speaks out against her attackers, putting herself and her family in danger.",https://m.media-amazon.com/images/M/MV5BZDQzMzZkYWEtMzQ2Zi00YWY0LWJlMmYtNDIzOGEwZGRkNDQ4XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
tt12464368,Movie,UFC 250,,,,"June 22, 2020",2020,,,Sports,"UFC 250 live from Las Vegas, NV",https://m.media-amazon.com/images/M/MV5BYzk1YTYyZjMtN2VkZC00ZGIyLTg5MmYtYTA0YTY0YWI3OTYxXkEyXkFqcGdeQXVyNDI1NDc2MDQ@._V1_.jpg
tt3322892,Movie,XX,,,"Canada, United States, Mexico","June 22, 2020",2017,R,81 min,Horror,Four dark horror stories by women: Annie Clark with THE BIRTHDAY PARTY; Karyn Kusama exorcises HER ONLY LIVING SON; Roxanne Benjamin screams DON’T FALL; and Jovanka Vuckovic dares to open THE BOX. Award-winning Sofia Carrillo wraps it all together.,https://m.media-amazon.com/images/M/MV5BZjkwOGZiYzctYjViYy00Yjg3LWJmODItZDBmZGRmNmI3ZjAyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
tt12552774,Movie,Juneteenth: A Celebration of Overcoming,,,,"June 20, 2020",2020,,,"Documentaries, News","An observance of Juneteenth, the holiday celebrating the end of slavery in America, and its meaning to the ongoing struggle for black equality in America.",https://m.media-amazon.com/images/M/MV5BZmRkZjgwZmUtZGIwZC00ZjYxLTk4MmQtMmNkZjUwNDVlNTE0XkEyXkFqcGdeQXVyOTQ2OTgzOQ@@._V1_.jpg
tt8647310,Movie,Buffaloed,,,United States,"June 18, 2020",2019,95 min,,Comedy,A woman is desperate to escape her life in Buffalo and finds a way by becoming a debt collector.,https://m.media-amazon.com/images/M/MV5BY2Y3NTE0Y2EtYjExZS00MGYxLTk0MGYtMjkwZDZkNjJkNDg3XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg
tt8364368,Movie,Crawl,,,"United States, Serbia, Canada","June 18, 2020",2019,R,87 min,"Horror, Thriller","A young woman, while attempting to save her father during a Category 5 hurricane, finds herself trapped in a flooding house and must fight for her life against alligators.",https://m.media-amazon.com/images/M/MV5BOGU0OTQ3ODgtY2ZmYy00ZjRjLTljNTAtMjMxYzRhNDNiZjU5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg
tt8905152,Movie,Your Home Made Perfect,,,United Kingdom,"June 15, 2020",2019,2 Seasons,,Reality,"Never before have plans come to life like this: people can instantly explore a stunning transformation of their bedroom, walk around an incredible double-height kitchen or see how adding a gigantic picture window will turn a dingy lounge into a stunning sitting room with a massive wow-factor. In each episode, a family who lives in an unsuitable and impractical home will be presented with two radically different designs by two extraordinary architects. The couple must decide which they’ll build in reality before the most extraordinary final reveal. Will the winning design solve the problems in their home and improve their lives.",https://m.media-amazon.com/images/M/MV5BODg3NDEyZTMtMWQ0MS00MTg0LWJlNWUtNjlhMzEzNjZhYmMyXkEyXkFqcGdeQXVyMTQ3NDY2MTY3._V1_.jpg
tt3332064,Movie,Pan,,,"United States, United Kingdom, Australia","June 14, 2020",2015,PG,112 min,"Action, Adventure, Family",Hugh Jackman stars in this magical adaptation of 'Peter Pan' that finds Peter up against devious pirate Blackbeard.,https://m.media-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_.jpg
tt6816388,Movie,The Dustwalker,,,"Australia, United Arab Emirates","June 14, 2020",2019,95 min,,"Drama, Horror, Science Fiction","Set in an isolated town in the middle of a harsh red desert, Sergeant Joanne Sharp fights to protect the town's people as they try to survive an insidious parasite brought to earth by an Alien spacecraft.",https://m.media-amazon.com/images/M/MV5BODBkMzNkODAtZDUwNS00M2M2LWI5NzktNzczMDA0NzVlZGQ4XkEyXkFqcGdeQXVyODEwNDQ0Mzc@._V1_.jpg
tt2057392,Movie,Eye In The Sky,,,,"June 13, 2020",2015,R,102 min,"Drama, Thriller",A thriller set in the world of remotely piloted aircraft warfare.,https://m.media-amazon.com/images/M/MV5BNTY4Nzg5MTU0OV5BMl5BanBnXkFtZTgwMjY2MjU2NzE@._V1_.jpg
tt0094862,Movie,Child's Play,,,"Canada, United States","June 12, 2020",2019,R,90 min,"Horror, Thriller","A contemporary re-imagining of the 1988 horror classic, ""Child's Play"" follows Karen, a single mother who gifts her son Andy a Buddi doll, unaware of its more sinister nature.",https://m.media-amazon.com/images/M/MV5BZGU1MjNiYWYtNGQ5MS00MTgzLTlkYjItZDhhNTdlMTkxZGVlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
tt5577494,Movie,Clemency,,,United States,"June 12, 2020",2019,R,112 min,"Black Stories, Drama","Years of carrying out death row executions have taken a toll on prison warden Bernadine Williams (Alfre Woodard). As she prepares to execute another inmate, Bernadine must confront the psychological and emotional demons her job creates.",https://m.media-amazon.com/images/M/MV5BOGM2ZDE4NjMtYjY5MC00MDcwLTllZDYtN2YyNDgxOWE5MjI3XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg
tt6977338,Movie,Good Boy,,,United States,"June 12, 2020",2020,TV-MA,89 min,"Horror, Thriller","When Maggie gets an emotional support dog to help quell some of her anxiety, she finds him to be even more effective than she imagined... because he kills anyone who adds stress to her life.",https://m.media-amazon.com/images/M/MV5BMTc1NjIzODAxMF5BMl5BanBnXkFtZTgwMTgzNzk1NzM@._V1_.jpg
tt6794424,Movie,LA 92,,,United States,"June 12, 2020",2017,TV-MA,114 min,"Black Stories, Documentaries","Twenty-five years after the verdict in the Rodney King trial sparked several days of protests, violence and looting in Los Angeles, LA 92 immerses viewers in that tumultuous period through stunning and rarely seen archival footage.",https://m.media-amazon.com/images/M/MV5BMmU0MDAwMTAtNmNhNi00Njg3LWE5NTgtMzQxOTMxOWM4NGMzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
tt22774688,Movie,Soccer,,,,"June 12, 2020",2017,,,Sports,Soccer games.,https://m.media-amazon.com/images/M/MV5BNThjMzVlN2YtYzAwMi00YTkzLTk5NmMtNDIzZjhjNjI3ZDEzXkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_.jpg
tt2800050,Movie,A Beautiful Planet,,,United States,"June 11, 2020",2016,G,46 min,"Documentaries, Kids","A Beautiful Planet is a breathtaking portrait of Earth from space. Made in cooperation with NASA, the film features stunning footage of our magnificent blue planet – and the effects humanity has had on it over time.",https://m.media-amazon.com/images/M/MV5BMTUzMjAxMzg5M15BMl5BanBnXkFtZTgwNjIxNjk5NzE@._V1_.jpg
tt0109609,Movie,Destiny in Space,,,"Canada, United States","June 11, 2020",1994,40 min,,"Documentaries, Kids","""Destiny In Space"" provides an inspiring look at the challenges future generations will face in exploring the universe. For the first time on the giant screen, audiences travel outside the space shuttle as it orbits 200 miles above the Earth. Along with thrilling fly-overs of Mars and Venus, the film focuses on the dramatic partnership of humans and robots working in space.",https://m.media-amazon.com/images/M/MV5BMTYxODQ1NzMxM15BMl5BanBnXkFtZTcwNTkyNTAyMQ@@._V1_.jpg
tt0104275,Movie,Fires of Kuwait,,,United States,"June 11, 2020",1992,36 min,,Documentaries,Fires of Kuwait is an eloquent visual testimony to the remarkable resourcefulness and heroism of the men and women who extinguished and controlled over 600 burning and gushing oil wells sabotaged by retreating Iraqi troops in the aftermath of the Gulf War,https://m.media-amazon.com/images/M/MV5BMTU0NjM4MDYzNF5BMl5BanBnXkFtZTcwOTA2OTAyMQ@@._V1_.jpg
tt0996614,Movie,Galapagos,,,United States,"June 11, 2020",1999,39 min,,"Documentaries, Kids",Journey with marine biologist Dr. Carole Baldwin on an adventure to the famed Galapagos Islands.,https://m.media-amazon.com/images/M/MV5BNzdiZmVhNTctNGE5Zi00NmMwLWIzNjktOWY4OWY2ZGQ1OGYyXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_.jpg
tt0163862,Movie,IMAX: T-Rex: Back to the Cretaceous,,,,"June 11, 2020",1998,,46 min,"Adventure, Kids","Dinosaurs are very much alive – at least in the mind of teenager Ally Hayden. When a museum accident transports Ally on an adventure back in time to explore the terrain and territory of life-size dinosaurs, she is thrust literally nose-to-nose with the largest and most realistic dinosaur ever to appear on a movie screen - the fearsome 20-foot tall, 15-ton Tyrannosaurus Rex, projected in IMAX 2D and 3D onto the 80 foot high IMAX screen.",https://m.media-amazon.com/images/M/MV5BMTMyMDI3NTA3OF5BMl5BanBnXkFtZTcwODIyNzgxMQ@@._V1_.jpg
tt11394296,Movie,Into the Deep,,,"United States, Canada","June 11, 2020",1994,34 min,,"Documentaries, Kids",Into the Deep takes you on a spectacular exploration of the undersea world. The film captures unique marine life and magnificent underwater vistas. Dive under the sea to the kelp forests off the southern coast of California,https://m.media-amazon.com/images/M/MV5BZTcxNWYwYmQtMzBkNS00YTRkLTljZjgtM2VhMmMzZDBiYjEzXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_.jpg
tt0373051,Movie,Journey to the South Pacific,,,United States,"June 11, 2020",2013,G,40 min,"Documentaries, Kids","Jawi, a boy living on a tropical island in West Papua, encounters whale sharks, sea turtles and other creatures of the sea.",https://m.media-amazon.com/images/M/MV5BMTk1MzY1MzU1MF5BMl5BanBnXkFtZTcwOTQ2NjM3MQ@@._V1_.jpg
tt7860270,Movie,Pandas,,,United States,"June 11, 2020",2018,G,42 min,"Documentaries, Kids","Join narrator Kristen Bell in Pandas, a heartwarming story about the adventures of Qian Qian, a captive-born giant panda cub who's destined for life in the wild.",https://m.media-amazon.com/images/M/MV5BMjgxNDU2ODYtYmEwMy00N2VhLTkwY2EtYzE5NmYzYzhhNDU4XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
tt2369317,Movie,Space Station,,,"Canada, United States","June 11, 2020",2002,47 min,,"Documentaries, Kids","Travel 220 miles above Earth at 17,500 mph to experience the greatest engineering feat since landing a man on the Moon. Space Station is the story of a unique partnership of 16 nations building a laboratory in outer space – a permanent facility",https://m.media-amazon.com/images/M/MV5BMTcxNzkzNzg1N15BMl5BanBnXkFtZTgwMjIwMDgyMjE@._V1_.jpg
tt0377309,Movie,Survival Island,,,"United States, Japan","June 11, 2020",1996,96 min,,Documentaries,Penguins and sea lions migrate to South Georgia Island in spring and summer.,https://m.media-amazon.com/images/M/MV5BZTA4ZWQwMDQtOTM4Yy00MjdhLThlY2MtMDU2ZTQyZTlkOGUyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg
tt0089050,Movie,The Dream Is Alive IMAX,,,,"June 11, 2020",1985,,37 min,"Documentaries, Kids","""The Dream Is Alive"" gives the viewer an unprecedented window on board the space shuttle. Shot by 14 NASA astronauts on three shuttle missions in 1984, the film includes footage of launches and landings, satellite capture and repairs, space walks and an inside look at how the astronauts live in space. Experience the sensation of weightlessness and the splendor of Earth from 250 miles up.",https://m.media-amazon.com/images/M/MV5BMjE1ODAzMTY3N15BMl5BanBnXkFtZTcwNDg5ODAyMQ@@._V1_.jpg
tt10183478,Movie,Absolute Boyfriend,,,South Korea,"June 8, 2020",2019,1 Season,,"Comedy, International","Love is never easy, which is why Da Da (Minah) has sworn off men forever. The long-time girlfriend of a popular actor, Ma Wang Joon (Hong Jong Hyun), Da Da never had an easy love life. After seven years with a man too popular for his own good, Da Da decides enough is enough. Alone for the first time in years, the special effects makeup artist finds herself alone. But not for long. When an odd package is delivered to her by mistake, Da Da can’t help but take a quick peek inside. Falling into her arms, the second the box is opened, Zero Nine (Yeo Jin Goo), the state-of-the-art robot companion is activated by their accidental “kiss”. Unintentionally thrust into the seven day trial period, Da Da finds herself stuck taking care of this handsome “boyfriend” for the next week. With such a perfect companion by her side, you’d think Da Da would be more than satisfied with her new love life. But when Ma Wang Joon turns up, things get a little more complicated. A hilarious girl meets boy/meets robot love story, “Absolute Boyfriend” is a 2019 Viki Original drama series based on the ever-popular manga, “Zettai Kareshi” by Yuu Watase.",https://m.media-amazon.com/images/M/MV5BYjc4MmU0ZWMtOTZiMC00YzhiLWE4ZGUtYzEwNjY5N2NlZGFkXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_.jpg
tt3609352,Movie,Frankie,,,,"June 5, 2020",2019,PG-13,100 min,Drama,A family confronts a life-altering crisis while vacationing in Portugal.,https://m.media-amazon.com/images/M/MV5BM2NlNjY0MTgtZGZiZS00NjRmLTg2NjYtN2FiYjBjN2VjZGRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt8430598,Movie,Shirley,,,United States,"June 5, 2020",2020,R,107 min,"Drama, Horror, Thriller","Upon moving to a small Vermont college town, Fred and Rose get an offer for free room and board from a professor, as long as Rose agrees to look after his wife, acclaimed horror author Shirley Jackson.",https://m.media-amazon.com/images/M/MV5BOGU5YzRmMDctODIxZi00OGEzLWE4ZDYtOTRlMTNiZjlhMDA5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg
tt10578490,Movie,And We Go Green,,,United States,"June 4, 2020",2019,99 min,,Documentaries,"Professional drivers on the international Formula E circuit - like Formula One, but with eco-friendly electric cars - race for victory across 10 cities in this white-knuckle documentary.",https://m.media-amazon.com/images/M/MV5BZDYyYTRiNDMtNjAzYS00NzI0LTg2NGYtZTFhYWYyNmU5YjA0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg
tt7717090,Movie,Miss Snake Charmer,,,United States,"June 4, 2020",2018,65 min,,Documentaries,Miss Snake Charmer contestants are not your typical high school beauty queens. The teens must show they are more than just pretty faces-that they have the guts and grit to win America's toughest beauty pageant.,https://m.media-amazon.com/images/M/MV5BNjBhZTg3YWQtYmY1Yy00MGE5LTg2YTQtOGM1N2FmMzYzYmMzXkEyXkFqcGdeQXVyMTU0NTgwNDc@._V1_.jpg
tt3224458,Movie,A Beautiful Day in the Neighborhood,,,,"June 2, 2020",2019,PG,109 min,Drama,Based on the true story of a real-life friendship between Fred Rogers and journalist Tom Junod.,https://m.media-amazon.com/images/M/MV5BZWE3ZDYwNmItOWM5ZS00Y2Q4LTlhNmYtODlhY2QxYzA1MDlhXkEyXkFqcGdeQXVyNjA5MDIyMzU@._V1_.jpg
tt3978720,Movie,4th Man Out,,,United States,"June 1, 2020",2015,86 min,,"Comedy, Drama","Adam, a small-town mechanic, decides it’s time to tell his friends and family he’s gay. Will his straight-as-an-arrow best bros have his back? A lighthearted and unexpectedly subversive comedy about coming out of the blue-collar closet.",https://m.media-amazon.com/images/M/MV5BMTg2Nzk3MDI5Nl5BMl5BanBnXkFtZTgwMzM3MjQ1NzE@._V1_.jpg
tt0112173,Movie,Above and Beyond,,,"United Kingdom, Israel, United States","June 1, 2020",2014,TV-14,86 min,Documentaries,"In 1948, a group of Jewish American pilots flew for Israel in its War of Independence. The first feature-length doc about the foreign airmen in the ’48 War, ABOVE AND BEYOND weaves interviews and footage to present a fascinating, little-known tale.",https://m.media-amazon.com/images/M/MV5BZWE3ODc1MDYtYjFkOC00ZjQ1LWI4OWMtZmFmZmI5NjE4OTRhXkEyXkFqcGdeQXVyMTE1MTYxMzk2._V1_.jpg
tt4686862,Movie,Almost Adults,,,Canada,"June 1, 2020",2016,90 min,,"Comedy, Drama, LGBTQ+",A platonic love story about two life long best friends struggling to keep their friendship together as their lives head in different directions.,https://m.media-amazon.com/images/M/MV5BZmRlNTEzYmItZTEyOS00NjJkLWE0NjYtYTdiNWVkMzA5ZmJhXkEyXkFqcGdeQXVyNTQ5Njc5MTI@._V1_.jpg
tt0338096,Movie,Dirty Dancing: Havana Nights,,,United States,"June 1, 2020",2004,TV-14,83 min,"Drama, Music, Romance",Katie arrives in Cuba where she meets Javier and discovers a passion.,https://m.media-amazon.com/images/M/MV5BMTAyMjUyNTk5MzNeQTJeQWpwZ15BbWU2MDI0NTYyNw@@._V1_.jpg
tt0238380,Movie,Equilibrium,,,United States,"June 1, 2020",2002,R,107 min,Science Fiction,"In a futuristic world, a strict regime has eliminated war by suppressing emotions: books, art and music are strictly forbidden and feeling is a crime punishable by death.",https://m.media-amazon.com/images/M/MV5BMTkzMzA1OTI3N15BMl5BanBnXkFtZTYwMzUyMDg5._V1_.jpg
tt0084043,Movie,Hail Columbia!,,,United States,"June 1, 2020",1982,37 min,,Documentaries,Experience one of humankind's crowning achievements – the inaugural voyage of the world's first space shuttle. Hail Columbia! goes behind the scenes with astronauts John Young and Robert Crippen as they prepare for their historic launch,https://m.media-amazon.com/images/M/MV5BMTIwMzIxMzA0NV5BMl5BanBnXkFtZTcwNzE1OTIyMQ@@._V1_.jpg
tt0308353,Movie,Happily N'Ever After,,,"United States, Germany, Canada, United Kingdom","June 1, 2020",2007,PG,87 min,"Action, Adventure, Comedy","When Cinderella's fairytale life takes a radical turn for the worse, she sheds her damsel-in-distress trappings and fights back against her power-mad stepmother!",https://m.media-amazon.com/images/M/MV5BNzA3MTA0Mjk1M15BMl5BanBnXkFtZTcwNTE0NTQ0MQ@@._V1_.jpg
tt1408430,Movie,Inside 30 for 30,,,,"June 1, 2020",2020,,,"Documentaries, Sports","Inside 30 for 30 is a deep-dive, roundtable discussion providing historical context and analytical takes with a diverse line-up of hosts and interviewees tangentially associated with 30 for 30 films.",https://m.media-amazon.com/images/M/MV5BOGE5YTUyMDctNmRlMS00ZDYzLTg4YTEtZGM1YzQ3ODY1YWYwXkEyXkFqcGdeQXVyMTgyNDc3NzE@._V1_.jpg
tt3597400,Movie,Just Eat It: A Food Waste Story,,,"Canada, United Kingdom, United States","June 1, 2020",2014,73 min,,Documentaries,"Filmmakers and food lovers, Jen and Grant dive into the issue of food waste from farm and retail, right to the back of their own fridge. In a deliciously entertaining challenge, they pledge to quit grocery shopping and survive only on discarded food.",https://m.media-amazon.com/images/M/MV5BZTQ4ZGFiNjEtMWRlOC00M2I1LTk3ODgtZGM3NDBkN2QxMjEyXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
tt0037059,Movie,Meet Me in Montenegro,,,"United States, Germany, Norway, United Kingdom, Montenegro","June 1, 2020",2014,90 min,,"Comedy, Drama, Romance","In this globe-trotting, funny romance two ex-lovers meet by chance during a visit to Berlin, and their affair is rekindled in spite of the fact that they are both moving to opposite ends of the earth in forty-eight hours.",https://m.media-amazon.com/images/M/MV5BMzkwNzE4MjEtZDcxNi00YmE5LWFmZmQtZGY1N2I2MDBkMmEzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
tt0145487,Movie,Spider-Man,,,,"June 1, 2020",2002,PG-13,121 min,"Action, Adventure, Family",A spider bite transforms a nerdy teen into a web-slinging superhero in this spectacular adaptation of the landmark comic book.,https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_.jpg
tt0316654,Movie,Spider-Man 2,,,,"June 1, 2020",2004,PG-13,128 min,"Action, Adventure, Family",Peter Parker must overcome his personal demons while his web-slinging alter ego battles arch-villain Dr. Octopus.,https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt3239442,Movie,The 10 Year Plan,,,,"June 1, 2020",2015,,92 min,"Comedy, LGBTQ+, Romance","Myles and Brody are two best friends who make a pact to be a couple if neither has found love in ten years’ time. Now that their arrangement is due, both friends do whatever it takes to avoid becoming each other’s last resort.",https://m.media-amazon.com/images/M/MV5BMjEzNTQzMzI1NV5BMl5BanBnXkFtZTgwOTM1Mzc0MTE@._V1_.jpg
tt4344742,Movie,Women and Sometimes Men,,,,"June 1, 2020",2018,,87 min,"Drama, Romance","Briefly engaged, Sara decides to call off her marriage. She had an experience with a woman in college and wants that feeling again, without giving up men. This launches Sara on a journey filled with laughter, tears, women and sometimes men.",https://m.media-amazon.com/images/M/MV5BMTY1NjY3NTQ2OF5BMl5BanBnXkFtZTgwMzIyNjk1NDE@._V1_.jpg
tt5919756,Movie,Disappearance at Clifton Hill,,,Canada,"May 29, 2020",2019,101 min,,"Drama, Mystery","Obsessed with memories of an unsolved crime from her childhood, a young woman's investigation reveals the seedy underbelly beneath her idyllic Niagara Falls tourist town.",https://m.media-amazon.com/images/M/MV5BZmQ4NTM4ODctZjU1Yi00ZGMwLWJkMGYtYWZiNjhmMzg2MTk2XkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_.jpg
tt9779516,Movie,I Still Believe,,,United States,"May 26, 2020",2020,PG,116 min,"Drama, Music, Romance",From the makers of I CAN ONLY IMAGINE comes the true life story of Christian music mega star Jeremy Camp. His remarkable journey of love and loss proves there is always hope in the midst of tragedy and that faith tested is the only faith worth sharing.,https://m.media-amazon.com/images/M/MV5BZTczOTM1ZGEtNzkyNS00NGRmLWI3YjEtZmRlOGZmMzgzNzU2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_.jpg
tt7748076,Movie,This Mountain Life,,,"Canada, United States","May 26, 2020",2019,78 min,,"Adventure, Documentaries",Martina and her 60-year-old mother embark on a 6-month ski trek through the treacherous Coast Mountains of BC. Their adventure is interspersed with five beautifully crafted portraits of high-altitude human endurance and passion.,https://m.media-amazon.com/images/M/MV5BZjE2Y2I5NjUtNjFlNC00NTU3LTlkY2EtY2IwMTAzMWVmZWE1XkEyXkFqcGdeQXVyMzQ3OTU4MjA@._V1_.jpg
tt4142394,Movie,The Tracker,,,"Italy, United States","May 25, 2020",2019,R,87 min,"Action, Adventure, Horror","A mysterious stranger travels to a remote village where, 15 years earlier, his wife and daughter were kidnapped.",https://m.media-amazon.com/images/M/MV5BZmZiMzhjMDgtMGM4MC00YWI1LWIxNWItYTE1ODFhNDkwNmU5XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_.jpg
tt11864802,Movie,UFC 249,,,,"May 25, 2020",2020,,,Sports,"UFC 249 Prelims on ESPN and Main Event on ESPN+ PPV. Greg Hardy vs. Yorgan De Castro, heavyweight bout; Jeremy Stephens vs. Calvin Kattar, featherweight bout; Francis Ngannou vs. Jairzinho Rozenstruik, heavyweight bout; Henry Cejudo vs. Dominich Cruz, bantamweight title bout; Tony Ferguson vs. Justin Gaethje, interim lightweight title bout. From Jacksonville, Fla.",https://m.media-amazon.com/images/M/MV5BM2U4NmFhYjktYWZhZS00YzdjLWFlY2YtZDBkNjc5YzUxMjAwXkEyXkFqcGdeQXVyNjA3Nzc4OTA@._V1_.jpg
